>>>
>>>
>>>
>>> from main import *
I2C devices: ['0x1e', '0x68']
MPU6050 OK @ 0x68  [+/-8g, +/-2000dps, 50Hz]
HMC5883L OK @ 0x1E  [+/-1.3Ga, 15Hz, 8-avg]
# Ready. 9-channel HAR firmware.
#   test()               — single reading
#   calibrate_mag(sec)   — mag ellipsoid data collection
#   collect('label', sec)  — activity data collection
>>>
calibrate_mag(60)
# MAG_CALIB 60s 3000samples
# sample,mx,my,mz
2114,19.7248,-11.9266,26.9725
2115,16.8807,-1.3761,28.8073
2116,16.8807,-1.3761,28.8073
2117,16.8807,-1.3761,28.8073
2118,11.8349,9.9083,27.1560
2119,11.8349,9.9083,27.1560
2120,11.8349,9.9083,27.1560
2121,11.8349,9.9083,27.1560
2122,5.6881,17.9817,22.7523
2123,5.6881,17.9817,22.7523
2124,5.6881,17.9817,22.7523
2125,-1.8349,22.8440,16.0550
2126,-1.8349,22.8440,16.0550
2127,-1.8349,22.8440,16.0550
2128,-6.9725,24.9541,8.2569
2129,-6.9725,24.9541,8.2569
2130,-6.9725,24.9541,8.2569
2131,-6.9725,24.9541,8.2569
2132,-10.4587,23.6697,5.5046
2133,-10.4587,23.6697,5.5046
2134,-10.4587,23.6697,5.5046
2135,-13.3945,21.9266,3.2110
2136,-13.3945,21.9266,3.2110
2137,-13.3945,21.9266,3.2110
2138,-14.7706,20.7339,0.5505
2139,-14.7706,20.7339,0.5505
2140,-14.7706,20.7339,0.5505
2141,-14.7706,20.7339,0.5505
2142,-16.3303,19.2661,-0.2752
2143,-16.3303,19.2661,-0.2752
2144,-16.3303,19.2661,-0.2752
2145,-18.2569,17.7982,1.3761
2146,-18.2569,17.7982,1.3761
2147,-18.2569,17.7982,1.3761
2148,-20.2752,16.3303,2.4771
2149,-20.2752,16.3303,2.4771
2150,-20.2752,16.3303,2.4771
2151,-20.2752,16.3303,2.4771
2152,-22.7523,13.0275,5.2294
2153,-22.7523,13.0275,5.2294
2154,-22.7523,13.0275,5.2294
2155,-24.9541,7.8899,9.1743
2156,-24.9541,7.8899,9.1743
2157,-24.9541,7.8899,9.1743
2158,-25.9633,1.1009,12.2018
2159,-25.9633,1.1009,12.2018
2160,-25.9633,1.1009,12.2018
2161,-25.9633,-7.6147,14.2202
2162,-25.5963,-7.6147,14.2202
2163,-25.5963,-7.6147,14.2202
2164,-25.5963,-7.6147,14.2202
2165,-23.4862,-17.3394,13.6697
2166,-23.4862,-17.3394,13.6697
2167,-23.4862,-17.3394,13.6697
2168,-19.0826,-26.7890,10.3670
2169,-19.0826,-26.7890,10.3670
2170,-19.0826,-26.7890,10.3670
2171,-19.0826,-34.8624,3.8532
2172,-11.4679,-34.8624,3.8532
2173,-11.4679,-34.8624,3.8532
2174,-11.4679,-34.8624,3.8532
2175,-1.3761,-38.4404,-5.3211
2176,-1.3761,-38.4404,-5.3211
2177,-1.3761,-38.4404,-5.3211
2178,8.2569,-34.8624,-15.4128
2179,8.2569,-34.8624,-15.4128
2180,8.2569,-34.8624,-15.4128
2181,15.6881,-25.0459,-23.1193
2182,15.6881,-25.0459,-23.1193
2183,15.6881,-25.0459,-23.1193
2184,15.6881,-25.0459,-23.1193
2185,21.4679,-17.7064,-24.4954
2186,21.4679,-17.7064,-24.4954
2187,21.4679,-17.7064,-24.4954
2188,23.3028,-13.1193,-24.7706
2189,23.3028,-13.1193,-24.7706
2190,23.3028,-13.1193,-24.7706
2191,23.5780,-7.8899,-25.3211
2192,23.5780,-7.8899,-25.3211
2193,23.5780,-7.8899,-25.3211
2194,23.5780,-7.8899,-25.3211
2195,23.3028,-3.0275,-25.3211
2196,23.3028,-3.0275,-25.3211
2197,23.3028,-3.0275,-25.3211
2198,21.2844,-0.8257,-26.0550
2199,21.2844,-0.8257,-26.0550
2200,21.2844,-0.8257,-26.0550
2201,17.5229,-1.1927,-27.5229
2202,17.5229,-1.1927,-27.5229
2203,17.5229,-1.1927,-27.5229
2204,17.5229,-1.1927,-27.5229
2205,13.1193,-4.4954,-28.5321
2206,13.1193,-4.4954,-28.5321
2207,13.1193,-4.4954,-28.5321
2208,8.8991,-9.9083,-28.6239
2209,8.8991,-9.9083,-28.6239
2210,8.8991,-9.9083,-28.6239
2211,6.4220,-17.6147,-26.6055
2212,6.4220,-17.6147,-26.6055
2213,6.4220,-17.6147,-26.6055
2214,6.4220,-17.6147,-26.6055
2215,6.3303,-22.9358,-24.0367
2216,6.3303,-22.9358,-24.0367
2217,6.3303,-22.9358,-24.0367
2218,7.5229,-27.2477,-20.9174
2219,7.5229,-27.2477,-20.9174
2220,7.5229,-27.2477,-20.9174
2221,10.0000,-31.5596,-15.9633
2222,10.0000,-31.5596,-15.9633
2223,10.0000,-31.5596,-15.9633
2224,10.0000,-31.5596,-15.9633
2225,13.5780,-35.7798,-5.6881
2226,13.5780,-35.7798,-5.6881
2227,13.5780,-35.7798,-5.6881
2228,15.4128,-35.8716,2.8440
2229,15.4128,-35.8716,2.8440
2230,15.4128,-35.8716,2.8440
2231,16.6972,-33.5780,10.5505
2232,16.6972,-33.5780,10.5505
2233,16.6972,-33.5780,10.5505
2234,16.6972,-33.5780,10.5505
2235,18.0734,-26.9725,19.8165
2236,18.0734,-26.9725,19.8165
2237,18.0734,-26.9725,19.8165
2238,17.6147,-16.4220,26.7890
2239,17.6147,-16.4220,26.7890
2240,17.6147,-16.4220,26.7890
2241,15.5046,-4.0367,29.6330
2242,15.5046,-4.0367,29.6330
2243,15.5046,-4.0367,29.6330
2244,15.5046,-4.0367,29.6330
2245,10.7339,9.6330,27.4312
2246,10.7339,9.6330,27.4312
2247,10.7339,9.6330,27.4312
2248,4.8624,20.0917,19.2661
2249,4.8624,20.0917,19.2661
2250,4.8624,20.0917,19.2661
2251,0.0917,25.1376,9.1743
2252,0.0917,25.1376,9.1743
2253,0.0917,25.1376,9.1743
2254,0.0917,25.1376,9.1743
2255,-3.3945,26.1468,1.5596
2256,-3.3945,26.1468,1.5596
2257,-3.3945,26.1468,1.5596
2258,-7.5229,24.4037,-3.4862
2259,-7.5229,24.4037,-3.4862
2260,-7.5229,24.4037,-3.4862
2261,-9.5413,20.9174,-10.0000
2262,-9.5413,20.9174,-10.0000
2263,-9.5413,20.9174,-10.0000
2264,-9.5413,20.9174,-10.0000
2265,-11.2844,16.7890,-13.9450
2266,-11.2844,16.7890,-13.9450
2267,-11.2844,16.7890,-13.9450
2268,-12.7523,12.2936,-16.9725
2269,-12.7523,12.2936,-16.9725
2270,-12.7523,12.2936,-16.9725
2271,-13.3945,8.0734,-19.2661
2272,-13.3945,8.0734,-19.2661
2273,-13.3945,8.0734,-19.2661
2274,-13.3945,8.0734,-19.2661
2275,-14.6789,4.8624,-20.2752
2276,-14.6789,4.8624,-20.2752
2277,-14.6789,4.8624,-20.2752
2278,-18.1651,4.4954,-17.7064
2279,-18.1651,4.4954,-17.7064
2280,-18.1651,4.4954,-17.7064
2281,-22.9358,5.4128,-11.3761
2282,-22.9358,5.4128,-11.3761
2283,-22.9358,5.4128,-11.3761
2284,-22.9358,5.4128,-11.3761
2285,-25.1376,4.0367,-8.3486
2286,-25.1376,4.0367,-8.3486
2287,-25.1376,4.0367,-8.3486
2288,-26.6972,1.6514,-5.5046
2289,-26.6972,1.6514,-5.5046
2290,-26.6972,1.6514,-5.5046
2291,-28.0734,-2.9358,-0.5505
2292,-28.0734,-2.9358,-0.5505
2293,-28.0734,-2.9358,-0.5505
2294,-28.0734,-2.9358,-0.5505
2295,-27.3394,-11.9266,6.0550
2296,-27.3394,-11.9266,6.0550
2297,-27.3394,-11.9266,6.0550
2298,-22.2018,-23.8532,7.4312
2299,-22.2018,-23.8532,7.4312
2300,-22.2018,-23.8532,7.4312
2301,-13.3945,-33.7615,2.9358
2302,-13.3945,-33.7615,2.9358
2303,-13.3945,-33.7615,2.9358
2304,-13.3945,-33.7615,2.9358
2305,-3.0275,-37.7064,-6.3303
2306,-3.0275,-37.7064,-6.3303
2307,-3.0275,-37.7064,-6.3303
2308,6.9725,-34.4954,-15.7798
2309,6.9725,-34.4954,-15.7798
2310,6.9725,-34.4954,-15.7798
2311,13.3028,-26.4220,-22.7523
2312,13.3028,-26.4220,-22.7523
2313,13.3028,-26.4220,-22.7523
2314,13.3028,-26.4220,-22.7523
2315,17.8899,-18.8991,-25.4128
2316,17.8899,-18.8991,-25.4128
2317,17.8899,-18.8991,-25.4128
2318,21.1927,-13.2110,-25.6881
2319,21.1927,-13.2110,-25.6881
2320,21.1927,-13.2110,-25.6881
2321,23.3028,-9.6330,-24.8624
2322,23.3028,-9.6330,-24.8624
2323,23.3028,-9.6330,-24.8624
2324,23.3028,-9.6330,-24.8624
2325,23.6697,-6.5138,-24.6789
2326,23.6697,-6.5138,-24.6789
2327,23.6697,-6.5138,-24.6789
2328,21.7431,-5.5963,-25.5046
2329,21.7431,-5.5963,-25.5046
2330,21.7431,-5.5963,-25.5046
2331,16.6972,-9.0826,-26.8807
2332,16.6972,-9.0826,-26.8807
2333,16.6972,-9.0826,-26.8807
2334,16.6972,-9.0826,-26.8807
2335,10.7339,-17.0642,-26.0550
2336,10.7339,-17.0642,-26.0550
2337,10.7339,-17.0642,-26.0550
2338,9.6330,-25.1376,-21.6514
2339,9.6330,-25.1376,-21.6514
2340,9.6330,-25.1376,-21.6514
2341,13.8532,-31.6514,-13.6697
2342,13.8532,-31.6514,-13.6697
2343,13.8532,-31.6514,-13.6697
2344,13.8532,-31.6514,-13.6697
2345,17.8899,-34.4037,-3.0275
2346,17.8899,-34.4037,-3.0275
2347,17.8899,-34.4037,-3.0275
2348,20.5505,-32.7523,7.0642
2349,20.5505,-32.7523,7.0642
2350,20.5505,-32.7523,7.0642
2351,22.1101,-25.5963,18.2569
2352,22.1101,-25.5963,18.2569
2353,22.1101,-25.5963,18.2569
2354,22.1101,-25.5963,18.2569
2355,21.2844,-15.9633,25.1376
2356,21.2844,-15.9633,25.1376
2357,21.2844,-15.9633,25.1376
2358,18.2569,-1.6514,28.5321
2359,18.2569,-1.6514,28.5321
2360,18.2569,-1.6514,28.5321
2361,11.4679,14.1284,24.4954
2362,11.4679,14.1284,24.4954
2363,11.4679,14.1284,24.4954
2364,11.4679,14.1284,24.4954
2365,5.2294,21.8349,14.2202
2366,5.2294,21.8349,14.2202
2367,5.2294,21.8349,14.2202
2368,2.5688,23.9450,6.6972
2369,2.5688,23.9450,6.6972
2370,2.5688,23.9450,6.6972
2371,0.7339,25.2294,3.3945
2372,0.7339,25.2294,3.3945
2373,0.7339,25.2294,3.3945
2374,0.7339,25.2294,3.3945
2375,-2.6606,25.8716,2.7523
2376,-2.6606,25.8716,2.7523
2377,-2.6606,25.8716,2.7523
2378,-5.5963,25.5963,1.1009
2379,-5.5963,25.5963,1.1009
2380,-5.5963,25.5963,1.1009
2381,-7.6147,24.9541,-1.3761
2382,-7.6147,24.9541,-1.3761
2383,-7.6147,24.9541,-1.3761
2384,-7.6147,24.9541,-1.3761
2385,-9.3578,23.8532,-2.1101
2386,-9.3578,23.8532,-2.1101
2387,-9.3578,23.8532,-2.1101
2388,-12.2936,22.5688,-0.3670
2389,-12.2936,22.5688,-0.3670
2390,-12.2936,22.5688,-0.3670
2391,-15.6881,20.4587,2.2018
2392,-15.6881,20.4587,2.2018
2393,-15.6881,20.4587,2.2018
2394,-15.6881,20.4587,2.2018
2395,-19.7248,16.7890,6.5138
2396,-19.7248,16.7890,6.5138
2397,-19.7248,16.7890,6.5138
2398,-22.6606,12.0183,9.1743
2399,-22.6606,12.0183,9.1743
2400,-22.6606,12.0183,9.1743
2401,-24.4037,9.6330,8.3486
2402,-24.4037,9.6330,8.3486
2403,-24.4037,9.6330,8.3486
2404,-24.4037,9.6330,8.3486
2405,-25.5963,7.3394,8.3486
2406,-25.5963,7.3394,8.3486
2407,-25.5963,7.3394,8.3486
2408,-26.7890,0.7339,10.8257
2409,-26.7890,0.7339,10.8257
2410,-26.7890,0.7339,10.8257
2411,-25.6881,-11.6514,12.9358
2412,-25.6881,-11.6514,12.9358
2413,-25.6881,-11.6514,12.9358
2414,-25.6881,-11.6514,12.9358
2415,-20.7339,-24.4037,10.9174
2416,-20.7339,-24.4037,10.9174
2417,-20.7339,-24.4037,10.9174
2418,-11.1927,-35.2294,2.2018
2419,-11.1927,-35.2294,2.2018
2420,-11.1927,-35.2294,2.2018
2421,-0.2752,-37.0642,-10.1835
2422,-0.2752,-37.0642,-10.1835
2423,-0.2752,-37.0642,-10.1835
2424,-0.2752,-37.0642,-10.1835
2425,7.3394,-28.5321,-22.2936
2426,7.3394,-28.5321,-22.2936
2427,7.3394,-28.5321,-22.2936
2428,12.8440,-18.0734,-27.4312
2429,12.8440,-18.0734,-27.4312
2430,12.8440,-18.0734,-27.4312
2431,16.1468,-9.0826,-28.5321
2432,16.1468,-9.0826,-28.5321
2433,16.1468,-9.0826,-28.5321
2434,16.1468,-9.0826,-28.5321
2435,18.8073,-2.1101,-27.5229
2436,18.8073,-2.1101,-27.5229
2437,18.8073,-2.1101,-27.5229
2438,20.0000,2.4771,-25.9633
2439,20.0000,2.4771,-25.9633
2440,20.0000,2.4771,-25.9633
2441,17.9817,3.6697,-26.4220
2442,17.9817,3.6697,-26.4220
2443,17.9817,3.6697,-26.4220
2444,17.9817,3.6697,-26.4220
2445,11.6514,-1.3761,-28.8073
2446,11.6514,-1.3761,-28.8073
2447,11.6514,-1.3761,-28.8073
2448,5.6881,-9.6330,-29.0826
2449,5.6881,-9.6330,-29.0826
2450,5.6881,-9.6330,-29.0826
2451,2.0183,-16.4220,-27.1560
2452,2.0183,-16.4220,-27.1560
2453,2.0183,-16.4220,-27.1560
2454,2.0183,-16.4220,-27.1560
2455,2.4771,-23.5780,-23.8532
2456,2.4771,-23.5780,-23.8532
2457,2.4771,-23.5780,-23.8532
2458,3.3945,-27.3394,-21.1927
2459,3.3945,-27.3394,-21.1927
2460,3.3945,-27.3394,-21.1927
2461,6.6055,-31.1009,-17.2477
2462,6.6055,-31.1009,-17.2477
2463,6.6055,-31.1009,-17.2477
2464,6.6055,-31.1009,-17.2477
2465,10.0000,-34.1284,-12.0183
2466,10.0000,-34.1284,-12.0183
2467,10.0000,-34.1284,-12.0183
2468,13.0275,-35.5046,-5.9633
2469,13.0275,-35.5046,-5.9633
2470,13.0275,-35.5046,-5.9633
2471,14.0367,-35.7798,-1.1927
2472,14.0367,-35.7798,-1.1927
2473,14.0367,-35.7798,-1.1927
2474,14.0367,-35.7798,-1.1927
2475,13.8532,-35.7798,-1.1009
2476,13.8532,-35.7798,-1.1009
2477,13.8532,-35.7798,-1.1009
2478,14.0367,-35.7798,1.1009
2479,14.0367,-35.7798,1.1009
2480,14.0367,-35.7798,1.1009
2481,15.0459,-35.1376,6.2385
2482,15.0459,-35.1376,6.2385
2483,15.0459,-35.1376,6.2385
2484,15.0459,-35.1376,6.2385
2485,15.8716,-30.5505,16.6972
2486,15.8716,-30.5505,16.6972
2487,15.8716,-30.5505,16.6972
2488,13.5780,-16.0550,28.2569
2489,13.5780,-16.0550,28.2569
2490,13.5780,-16.0550,28.2569
2491,9.4495,1.3761,30.3670
2492,9.4495,1.3761,30.3670
2493,9.4495,1.3761,30.3670
2494,9.4495,1.3761,30.3670
2495,4.2202,14.4954,25.1376
2496,4.2202,14.4954,25.1376
2497,4.2202,14.4954,25.1376
2498,-1.9266,20.8257,18.1651
2499,-1.9266,20.8257,18.1651
2500,-1.9266,20.8257,18.1651
2501,-7.7982,22.6606,12.4771
2502,-7.7982,22.6606,12.4771
2503,-7.7982,22.6606,12.4771
2504,-7.7982,22.6606,12.4771
2505,-11.6514,23.2110,4.0367
2506,-11.6514,23.2110,4.0367
2507,-11.6514,23.2110,4.0367
2508,-13.4862,21.5596,-3.0275
2509,-13.4862,21.5596,-3.0275
2510,-13.4862,21.5596,-3.0275
2511,-14.8624,18.9908,-5.8716
2512,-14.8624,18.9908,-5.8716
2513,-14.8624,18.9908,-5.8716
2514,-14.8624,18.9908,-5.8716
2515,-15.6881,17.0642,-8.0734
2516,-15.6881,17.0642,-8.0734
2517,-15.6881,17.0642,-8.0734
2518,-16.7890,15.5963,-9.1743
2519,-16.7890,15.5963,-9.1743
2520,-16.7890,15.5963,-9.1743
2521,-20.1835,14.7706,-5.2294
2522,-20.1835,14.7706,-5.2294
2523,-20.1835,14.7706,-5.2294
2524,-20.1835,14.7706,-5.2294
2525,-23.1193,11.9266,-3.6697
2526,-23.1193,11.9266,-3.6697
2527,-23.1193,11.9266,-3.6697
2528,-25.5046,8.0734,-2.3853
2529,-25.5046,8.0734,-2.3853
2530,-25.5046,8.0734,-2.3853
2531,-27.7064,1.9266,1.1927
2532,-27.7064,1.9266,1.1927
2533,-27.7064,1.9266,1.1927
2534,-27.7064,1.9266,1.1927
2535,-28.4404,-5.9633,3.8532
2536,-28.4404,-5.9633,3.8532
2537,-28.4404,-5.9633,3.8532
2538,-26.8807,-14.3119,5.3211
2539,-26.8807,-14.3119,5.3211
2540,-26.8807,-14.3119,5.3211
2541,-22.4771,-23.9450,5.1376
2542,-22.4771,-23.9450,5.1376
2543,-22.4771,-23.9450,5.1376
2544,-22.4771,-23.9450,5.1376
2545,-15.5963,-32.2018,2.6606
2546,-15.5963,-32.2018,2.6606
2547,-15.5963,-32.2018,2.6606
2548,-5.3211,-37.5229,-4.0367
2549,-5.3211,-37.5229,-4.0367
2550,-5.3211,-37.5229,-4.0367
2551,5.5963,-35.7798,-13.8532
2552,5.5963,-35.7798,-13.8532
2553,5.5963,-35.7798,-13.8532
2554,5.5963,-35.7798,-13.8532
2555,14.2202,-27.5229,-21.6514
2556,14.2202,-27.5229,-21.6514
2557,14.2202,-27.5229,-21.6514
2558,20.0917,-18.8991,-24.5872
2559,20.0917,-18.8991,-24.5872
2560,20.0917,-18.8991,-24.5872
2561,21.8349,-14.0367,-25.2294
2562,21.8349,-14.0367,-25.2294
2563,21.8349,-14.0367,-25.2294
2564,21.8349,-14.0367,-25.2294
2565,21.4679,-10.7339,-25.7798
2566,21.4679,-10.7339,-25.7798
2567,21.4679,-10.7339,-25.7798
2568,20.2752,-7.4312,-26.6055
2569,20.2752,-7.4312,-26.6055
2570,20.2752,-7.4312,-26.6055
2571,15.6881,-8.4404,-27.7982
2572,15.6881,-8.4404,-27.7982
2573,15.6881,-8.4404,-27.7982
2574,15.6881,-8.4404,-27.7982
2575,10.3670,-13.3945,-27.7982
2576,10.3670,-13.3945,-27.7982
2577,10.3670,-13.3945,-27.7982
2578,7.0642,-20.5505,-25.2294
2579,7.0642,-20.5505,-25.2294
2580,7.0642,-20.5505,-25.2294
2581,7.8899,-28.1651,-20.1835
2582,7.8899,-28.1651,-20.1835
2583,7.8899,-28.1651,-20.1835
2584,7.8899,-28.1651,-20.1835
2585,12.3853,-34.3119,-11.1927
2586,12.3853,-34.3119,-11.1927
2587,12.3853,-34.3119,-11.1927
2588,16.6055,-35.6881,1.1009
2589,16.6055,-35.6881,1.1009
2590,16.6055,-35.6881,1.1009
2591,17.9817,-33.5780,9.0826
2592,17.9817,-33.5780,9.0826
2593,17.9817,-33.5780,9.0826
2594,17.9817,-33.5780,9.0826
2595,18.1651,-31.4679,13.4862
2596,18.1651,-31.4679,13.4862
2597,18.1651,-31.4679,13.4862
2598,18.8073,-30.0000,15.5046
2599,18.8073,-30.0000,15.5046
2600,18.8073,-30.0000,15.5046
2601,19.6330,-28.7156,16.6972
2602,19.6330,-28.7156,16.6972
2603,19.6330,-28.7156,16.6972
2604,19.6330,-28.7156,16.6972
2605,20.7339,-25.6881,19.4495
2606,20.7339,-25.6881,19.4495
2607,20.7339,-25.6881,19.4495
2608,19.7248,-18.5321,25.0459
2609,19.7248,-18.5321,25.0459
2610,19.7248,-18.5321,25.0459
2611,16.8807,-3.8532,28.9908
2612,16.8807,-3.8532,28.9908
2613,16.8807,-3.8532,28.9908
2614,16.8807,-3.8532,28.9908
2615,11.2844,10.7339,25.8716
2616,11.2844,10.7339,25.8716
2617,11.2844,10.7339,25.8716
2618,4.3119,18.6239,20.8257
2619,4.3119,18.6239,20.8257
2620,4.3119,18.6239,20.8257
2621,-2.2018,23.2110,14.7706
2622,-2.2018,23.2110,14.7706
2623,-2.2018,23.2110,14.7706
2624,-2.2018,23.2110,14.7706
2625,-8.1651,24.6789,6.6055
2626,-8.1651,24.6789,6.6055
2627,-8.1651,24.6789,6.6055
2628,-13.2110,22.5688,0.5505
2629,-13.2110,22.5688,0.5505
2630,-13.2110,22.5688,0.5505
2631,-17.2477,18.8991,-1.1927
2632,-17.2477,18.8991,-1.1927
2633,-17.2477,18.8991,-1.1927
2634,-17.2477,18.8991,-1.1927
2635,-20.4587,14.0367,-3.6697
2636,-20.4587,14.0367,-3.6697
2637,-20.4587,14.0367,-3.6697
2638,-23.3945,9.5413,-2.4771
2639,-23.3945,9.5413,-2.4771
2640,-23.3945,9.5413,-2.4771
2641,-25.5046,5.9633,-1.2844
2642,-25.5046,5.9633,-1.2844
2643,-25.5046,5.9633,-1.2844
2644,-25.5046,5.9633,-1.2844
2645,-26.5138,2.5688,-2.3853
2646,-26.5138,2.5688,-2.3853
2647,-26.5138,2.5688,-2.3853
2648,-27.6147,-1.1009,-1.2844
2649,-27.6147,-1.1009,-1.2844
2650,-27.6147,-1.1009,-1.2844
2651,-28.0734,-4.5872,-0.6422
2652,-28.0734,-4.5872,-0.6422
2653,-28.0734,-4.5872,-0.6422
2654,-28.0734,-4.5872,-0.6422
2655,-27.9817,-8.8073,-0.0917
2656,-27.9817,-8.8073,-0.0917
2657,-27.9817,-8.8073,-0.0917
2658,-26.9725,-14.6789,1.1927
2659,-26.9725,-14.6789,1.1927
2660,-26.9725,-14.6789,1.1927
2661,-23.1193,-23.4862,2.7523
2662,-23.1193,-23.4862,2.7523
2663,-23.1193,-23.4862,2.7523
2664,-23.1193,-23.4862,2.7523
2665,-14.4954,-32.8440,-1.3761
2666,-14.4954,-32.8440,-1.3761
2667,-14.4954,-32.8440,-1.3761
2668,-4.4037,-36.6055,-8.0734
2669,-4.4037,-36.6055,-8.0734
2670,-4.4037,-36.6055,-8.0734
2671,3.8532,-34.4037,-15.7798
2672,3.8532,-34.4037,-15.7798
2673,3.8532,-34.4037,-15.7798
2674,3.8532,-34.4037,-15.7798
2675,9.6330,-29.4495,-21.0092
2676,9.6330,-29.4495,-21.0092
2677,9.6330,-29.4495,-21.0092
2678,14.6789,-22.1101,-24.9541
2679,14.6789,-22.1101,-24.9541
2680,14.6789,-22.1101,-24.9541
2681,18.1651,-14.4037,-26.6972
2682,18.1651,-14.4037,-26.6972
2683,18.1651,-14.4037,-26.6972
2684,18.1651,-14.4037,-26.6972
2685,20.1835,-7.7064,-26.7890
2686,20.1835,-7.7064,-26.7890
2687,20.1835,-7.7064,-26.7890
2688,20.4587,-5.1376,-26.5138
2689,20.4587,-5.1376,-26.5138
2690,20.4587,-5.1376,-26.5138
2691,16.7890,-6.7890,-27.3394
2692,16.7890,-6.7890,-27.3394
2693,16.7890,-6.7890,-27.3394
2694,16.7890,-6.7890,-27.3394
2695,13.3945,-13.6697,-26.6055
2696,13.3945,-13.6697,-26.6055
2697,13.3945,-13.6697,-26.6055
2698,10.8257,-22.8440,-23.2110
2699,10.8257,-22.8440,-23.2110
2700,10.8257,-22.8440,-23.2110
2701,10.0917,-32.9358,-13.6697
2702,10.0917,-32.9358,-13.6697
2703,10.0917,-32.9358,-13.6697
2704,10.0917,-32.9358,-13.6697
2705,15.1376,-35.8716,2.2018
2706,15.1376,-35.8716,2.2018
2707,15.1376,-35.8716,2.2018
2708,20.1835,-28.7156,16.1468
2709,20.1835,-28.7156,16.1468
2710,20.1835,-28.7156,16.1468
2711,21.8349,-20.4587,22.4771
2712,21.8349,-20.4587,22.4771
2713,21.8349,-20.4587,22.4771
2714,21.8349,-20.4587,22.4771
2715,21.2844,-11.9266,26.3303
2716,21.2844,-11.9266,26.3303
2717,21.2844,-11.9266,26.3303
2718,18.4404,0.0917,28.2569
2719,18.4404,0.0917,28.2569
2720,18.4404,0.0917,28.2569
2721,12.0183,12.2936,25.5046
2722,12.0183,12.2936,25.5046
2723,12.0183,12.2936,25.5046
2724,12.0183,12.2936,25.5046
2725,4.9541,20.3670,18.1651
2726,4.9541,20.3670,18.1651
2727,4.9541,20.3670,18.1651
2728,-1.5596,23.7615,10.4587
2729,-1.5596,23.7615,10.4587
2730,-1.5596,23.7615,10.4587
2731,-5.6881,24.8624,0.8257
2732,-5.6881,24.8624,0.8257
2733,-5.6881,24.8624,0.8257
2734,-5.6881,24.8624,0.8257
2735,-7.7982,23.1193,-6.6055
2736,-7.7982,23.1193,-6.6055
2737,-7.7982,23.1193,-6.6055
2738,-10.5505,21.9266,-6.6972
2739,-10.5505,21.9266,-6.6972
2740,-10.5505,21.9266,-6.6972
2741,-12.6606,20.5505,-6.8807
2742,-12.6606,20.5505,-6.8807
2743,-12.6606,20.5505,-6.8807
2744,-12.6606,20.5505,-6.8807
2745,-14.4954,18.1651,-8.0734
2746,-14.4954,18.1651,-8.0734
2747,-14.4954,18.1651,-8.0734
2748,-15.7798,16.1468,-9.1743
2749,-15.7798,16.1468,-9.1743
2750,-15.7798,16.1468,-9.1743
2751,-17.7982,14.8624,-8.3486
2752,-17.7982,14.8624,-8.3486
2753,-17.7982,14.8624,-8.3486
2754,-17.7982,14.8624,-8.3486
2755,-20.0000,13.1193,-7.7064
2756,-20.0000,13.1193,-7.7064
2757,-20.0000,13.1193,-7.7064
2758,-22.4771,11.0092,-6.6055
2759,-22.4771,11.0092,-6.6055
2760,-22.4771,11.0092,-6.6055
2761,-25.1376,7.7982,-3.5780
2762,-25.1376,7.7982,-3.5780
2763,-25.1376,7.7982,-3.5780
2764,-25.1376,7.7982,-3.5780
2765,-27.5229,2.3853,1.3761
2766,-27.5229,2.3853,1.3761
2767,-27.5229,2.3853,1.3761
2768,-28.1651,-6.0550,6.6972
2769,-28.1651,-6.0550,6.6972
2770,-28.1651,-6.0550,6.6972
2771,-25.0459,-17.4312,9.5413
2772,-25.0459,-17.4312,9.5413
2773,-25.0459,-17.4312,9.5413
2774,-25.0459,-17.4312,9.5413
2775,-17.5229,-29.7248,6.7890
2776,-17.5229,-29.7248,6.7890
2777,-17.5229,-29.7248,6.7890
2778,-6.7890,-37.4312,-0.2752
2779,-6.7890,-37.4312,-0.2752
2780,-6.7890,-37.4312,-0.2752
2781,3.9450,-38.2569,-8.8073
2782,3.9450,-38.2569,-8.8073
2783,3.9450,-38.2569,-8.8073
2784,3.9450,-38.2569,-8.8073
2785,12.4771,-33.7615,-15.8716
2786,12.4771,-33.7615,-15.8716
2787,12.4771,-33.7615,-15.8716
2788,18.1651,-24.3119,-22.3853
2789,18.1651,-24.3119,-22.3853
2790,18.1651,-24.3119,-22.3853
2791,21.6514,-16.8807,-24.3119
2792,21.6514,-16.8807,-24.3119
2793,21.6514,-16.8807,-24.3119
2794,21.6514,-16.8807,-24.3119
2795,22.3853,-11.1009,-25.2294
2796,22.3853,-11.1009,-25.2294
2797,22.3853,-11.1009,-25.2294
2798,22.4771,-7.3394,-25.5046
2799,22.4771,-7.3394,-25.5046
2800,22.4771,-7.3394,-25.5046
2801,20.2752,-5.7798,-26.4220
2802,20.2752,-5.7798,-26.4220
2803,20.2752,-5.7798,-26.4220
2804,20.2752,-5.7798,-26.4220
2805,16.9725,-7.3394,-27.4312
2806,16.9725,-7.3394,-27.4312
2807,16.9725,-7.3394,-27.4312
2808,12.4771,-14.8624,-26.8807
2809,12.4771,-14.8624,-26.8807
2810,12.4771,-14.8624,-26.8807
2811,10.8257,-25.2294,-21.8349
2812,10.8257,-25.2294,-21.8349
2813,10.8257,-25.2294,-21.8349
2814,10.8257,-25.2294,-21.8349
