I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>> ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3820,len:0x105c
load:0x403c9700,len:0x4
load:0x403c9704,len:0xbd8
load:0x403cc700,len:0x2e34
entry 0x403c989c
[0;31mE (289) quad_psram: PSRAM ID read error: 0x00ffffff, PSRAM chip not found or not supported, or wrong PSRAM line mode[0m
[0;31mE (289) esp_psram: PSRAM enabled but initialization failed. Bailing out.[0m
I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>>
collect('+Z_down', 5)
# COLLECT +Z_down 5s 250samples
# sample,ax,ay,az,gx,gy,gz,label
7055,-0.73502,0.12689,9.56723,-4.1463,-1.1585,0.7317,static
7056,-0.73502,0.11971,9.56244,-4.2073,-1.1585,0.6707,static
7057,-0.73263,0.13168,9.56484,-4.2073,-1.1585,0.6707,static
7058,-0.73263,0.14126,9.55765,-4.1463,-1.1585,0.6707,static
7059,-0.73263,0.12689,9.56723,-4.1463,-1.0976,0.6707,static
7060,-0.72784,0.12689,9.57202,-4.2073,-1.1585,0.6707,static
7061,-0.72544,0.13408,9.56484,-4.2073,-1.1585,0.6707,static
7062,-0.72544,0.13168,9.56484,-4.2073,-1.1585,0.6707,static
7063,-0.72065,0.13647,9.56005,-4.2073,-1.1585,0.6707,static
7064,-0.72065,0.13886,9.55526,-4.2073,-1.1585,0.6707,static
7065,-0.73023,0.13886,9.55047,-4.1463,-1.1585,0.6707,static
7066,-0.72305,0.13647,9.56244,-4.1463,-1.0976,0.6707,static
7067,-0.72305,0.12929,9.55765,-4.2073,-1.1585,0.6707,static
7068,-0.72784,0.12450,9.55765,-4.2073,-1.1585,0.6707,static
7069,-0.73263,0.12929,9.56244,-4.1463,-1.1585,0.6707,static
7070,-0.73741,0.12929,9.56484,-4.1463,-1.1585,0.6707,static
7071,-0.73741,0.12450,9.56244,-4.2073,-1.1585,0.6707,static
7072,-0.74220,0.12450,9.56005,-4.2073,-1.1585,0.6707,static
7073,-0.73741,0.12689,9.56484,-4.1463,-1.1585,0.6707,static
7074,-0.73502,0.12689,9.56723,-4.1463,-1.1585,0.6707,static
7075,-0.73502,0.12450,9.56484,-4.2073,-1.2195,0.6707,static
7076,-0.73023,0.12210,9.57202,-4.2073,-1.1585,0.6707,static
7077,-0.73263,0.12450,9.55287,-4.1463,-1.1585,0.6707,static
7078,-0.73023,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7079,-0.73023,0.12689,9.56723,-4.2073,-1.1585,0.6707,static
7080,-0.72305,0.12929,9.56962,-4.2073,-1.1585,0.6098,static
7081,-0.72305,0.12689,9.57681,-4.2073,-1.1585,0.6707,static
7082,-0.72784,0.12929,9.56962,-4.2073,-1.1585,0.6707,static
7083,-0.72784,0.12450,9.56484,-4.2073,-1.1585,0.6707,static
7084,-0.72544,0.11971,9.55287,-4.2073,-1.1585,0.6707,static
7085,-0.72305,0.12929,9.56005,-4.2073,-1.1585,0.6707,static
7086,-0.72305,0.13408,9.56484,-4.2073,-1.1585,0.6707,static
7087,-0.72305,0.13408,9.56244,-4.2073,-1.1585,0.6707,static
7088,-0.73502,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7089,-0.73981,0.13647,9.57681,-4.1463,-1.0976,0.6707,static
7090,-0.73263,0.13647,9.57920,-4.2073,-1.1585,0.6707,static
7091,-0.73741,0.13408,9.56723,-4.2073,-1.1585,0.6707,static
7092,-0.73263,0.13647,9.56484,-4.1463,-1.1585,0.6707,static
7093,-0.73023,0.12689,9.57202,-4.2073,-1.1585,0.6707,static
7094,-0.73502,0.14126,9.56723,-4.2073,-1.1585,0.6707,static
7095,-0.72305,0.13647,9.57441,-4.1463,-1.0976,0.6707,static
7096,-0.72065,0.12450,9.57681,-4.2073,-1.1585,0.6707,static
7097,-0.73023,0.13408,9.55765,-4.2073,-1.1585,0.6098,static
7098,-0.72784,0.12450,9.56005,-4.2073,-1.0976,0.6707,static
7099,-0.72544,0.12210,9.56005,-4.2073,-1.0976,0.6707,static
7100,-0.73023,0.13647,9.54808,-4.2073,-1.1585,0.6707,static
7101,-0.72305,0.12689,9.55047,-4.2073,-1.1585,0.6707,static
7102,-0.71826,0.12689,9.55526,-4.2073,-1.1585,0.6707,static
7103,-0.72065,0.13168,9.56244,-4.2073,-1.1585,0.6707,static
7104,-0.73023,0.12929,9.56244,-4.1463,-1.1585,0.6707,static
7105,-0.73502,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7106,-0.73023,0.12450,9.56005,-4.2073,-1.1585,0.6707,static
7107,-0.73263,0.12689,9.56723,-4.2073,-1.1585,0.6707,static
7108,-0.73023,0.11971,9.56723,-4.2073,-1.1585,0.6707,static
7109,-0.72544,0.12210,9.55287,-4.2073,-1.1585,0.6707,static
7110,-0.72784,0.13647,9.55287,-4.1463,-1.1585,0.6707,static
7111,-0.72305,0.14126,9.57202,-4.1463,-1.1585,0.6707,static
7112,-0.72544,0.14126,9.56244,-4.2073,-1.1585,0.6707,static
7113,-0.72544,0.13647,9.55287,-4.2073,-1.1585,0.6707,static
7114,-0.72305,0.13168,9.55765,-4.2073,-1.1585,0.6707,static
7115,-0.73023,0.13408,9.55526,-4.1463,-1.1585,0.6707,static
7116,-0.72544,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7117,-0.71587,0.12210,9.57202,-4.2073,-1.1585,0.6707,static
7118,-0.71826,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
7119,-0.72544,0.12929,9.55287,-4.1463,-1.1585,0.6707,static
7120,-0.72305,0.12450,9.55526,-4.1463,-1.1585,0.6707,static
7121,-0.73023,0.12929,9.55047,-4.2073,-1.1585,0.6707,static
7122,-0.73023,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7123,-0.72544,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
7124,-0.72784,0.11971,9.56484,-4.1463,-1.1585,0.6707,static
7125,-0.73023,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7126,-0.73263,0.11732,9.56005,-4.1463,-1.1585,0.6707,static
7127,-0.73263,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7128,-0.73023,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7129,-0.73502,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7130,-0.72784,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
7131,-0.73023,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7132,-0.73023,0.12689,9.56244,-4.1463,-1.1585,0.6707,static
7133,-0.73023,0.13647,9.55047,-4.2073,-1.1585,0.6707,static
7134,-0.74220,0.13168,9.55765,-4.2073,-1.1585,0.6707,static
7135,-0.73263,0.12689,9.55047,-4.2073,-1.1585,0.6707,static
7136,-0.72784,0.11971,9.55526,-4.2073,-1.1585,0.6707,static
7137,-0.73023,0.11971,9.55287,-4.2073,-1.1585,0.6707,static
7138,-0.73263,0.12929,9.54568,-4.1463,-1.1585,0.6707,static
7139,-0.73502,0.12689,9.55287,-4.1463,-1.1585,0.6707,static
7140,-0.73263,0.12689,9.56484,-4.1463,-1.1585,0.6707,static
7141,-0.71826,0.12929,9.56962,-4.1463,-1.1585,0.6707,static
7142,-0.71826,0.11732,9.56244,-4.2073,-1.1585,0.6707,static
7143,-0.71826,0.11732,9.55287,-4.1463,-1.1585,0.6707,static
7144,-0.72065,0.11492,9.56005,-4.1463,-1.1585,0.6707,static
7145,-0.72065,0.12210,9.55526,-4.2073,-1.1585,0.6707,static
7146,-0.71826,0.12929,9.56005,-4.2073,-1.1585,0.6707,static
7147,-0.72065,0.13168,9.56962,-4.2073,-1.1585,0.6707,static
7148,-0.71587,0.12210,9.56244,-4.2073,-1.1585,0.6707,static
7149,-0.71587,0.11971,9.55526,-4.2073,-1.1585,0.6707,static
7150,-0.72784,0.12210,9.56484,-4.2073,-1.1585,0.6707,static
7151,-0.72784,0.11971,9.56005,-4.2073,-1.0976,0.6707,static
7152,-0.73502,0.12689,9.55526,-4.2073,-1.1585,0.6707,static
7153,-0.72544,0.12689,9.56005,-4.2073,-1.1585,0.6707,static
7154,-0.72544,0.11971,9.56484,-4.2073,-1.1585,0.6707,static
7155,-0.73981,0.12689,9.56962,-4.1463,-1.1585,0.6707,static
7156,-0.73023,0.13168,9.56244,-4.2073,-1.1585,0.6707,static
7157,-0.73263,0.12929,9.56723,-4.1463,-1.1585,0.6707,static
7158,-0.73023,0.12929,9.56484,-4.1463,-1.1585,0.6707,static
7159,-0.73023,0.13168,9.55765,-4.2073,-1.1585,0.6707,static
7160,-0.72784,0.12450,9.56005,-4.2073,-1.1585,0.6707,static
7161,-0.72305,0.13168,9.56005,-4.1463,-1.1585,0.6707,static
7162,-0.72784,0.13408,9.55765,-4.1463,-1.1585,0.6707,static
7163,-0.73263,0.13408,9.55047,-4.2073,-1.1585,0.6707,static
7164,-0.72784,0.13168,9.55047,-4.2073,-1.1585,0.6707,static
7165,-0.72784,0.13168,9.56484,-4.2073,-1.1585,0.6707,static
7166,-0.72544,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7167,-0.72784,0.13408,9.56244,-4.2073,-1.1585,0.6707,static
7168,-0.72544,0.13647,9.57920,-4.2073,-1.1585,0.6707,static
7169,-0.73263,0.13647,9.57441,-4.2073,-1.1585,0.6707,static
7170,-0.73502,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7171,-0.73741,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7172,-0.73502,0.13168,9.56962,-4.1463,-1.0976,0.6707,static
7173,-0.73502,0.13647,9.56484,-4.2073,-1.1585,0.6707,static
7174,-0.73263,0.13647,9.57202,-4.2073,-1.1585,0.6707,static
7175,-0.73023,0.12689,9.56962,-4.1463,-1.0976,0.6707,static
7176,-0.72305,0.12689,9.56962,-4.1463,-1.1585,0.6707,static
7177,-0.72784,0.12929,9.56962,-4.2073,-1.1585,0.6707,static
7178,-0.72305,0.12689,9.56723,-4.1463,-1.1585,0.6707,static
7179,-0.73263,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
7180,-0.72544,0.11971,9.56962,-4.1463,-1.1585,0.6707,static
7181,-0.72544,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7182,-0.73502,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7183,-0.73263,0.12689,9.56723,-4.2073,-1.1585,0.6707,static
7184,-0.73023,0.13168,9.56244,-4.2073,-1.1585,0.6707,static
7185,-0.73023,0.13647,9.55765,-4.1463,-1.1585,0.6707,static
7186,-0.73263,0.13168,9.56005,-4.1463,-1.1585,0.6707,static
7187,-0.73023,0.12689,9.56005,-4.2073,-1.1585,0.6707,static
7188,-0.72784,0.13647,9.56005,-4.2073,-1.1585,0.6707,static
7189,-0.73263,0.13408,9.55765,-4.2073,-1.1585,0.6707,static
7190,-0.72544,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7191,-0.72784,0.13647,9.56484,-4.2073,-1.1585,0.6707,static
7192,-0.72065,0.12929,9.56723,-4.1463,-1.1585,0.6707,static
7193,-0.72544,0.12450,9.57202,-4.1463,-1.1585,0.6707,static
7194,-0.71347,0.12210,9.56723,-4.2073,-1.1585,0.6707,static
7195,-0.71347,0.12210,9.56723,-4.2073,-1.1585,0.6707,static
7196,-0.72784,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7197,-0.73023,0.12689,9.56484,-4.2073,-1.1585,0.6707,static
7198,-0.72784,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
7199,-0.73023,0.12689,9.55047,-4.1463,-1.1585,0.6707,static
7200,-0.72784,0.13168,9.55047,-4.1463,-1.1585,0.6707,static
7201,-0.73023,0.12929,9.56005,-4.1463,-1.1585,0.6707,static
7202,-0.73263,0.12689,9.55287,-4.1463,-1.0976,0.6707,static
7203,-0.73502,0.12210,9.56484,-4.1463,-1.0976,0.6707,static
7204,-0.73741,0.12210,9.57202,-4.2073,-1.0976,0.6707,static
7205,-0.72544,0.11971,9.56723,-4.2073,-1.0976,0.6707,static
7206,-0.72784,0.12450,9.57202,-4.1463,-1.0976,0.6707,static
7207,-0.72305,0.13168,9.57441,-4.1463,-1.1585,0.6707,static
7208,-0.72544,0.13168,9.57441,-4.2073,-1.1585,0.6707,static
7209,-0.72305,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
7210,-0.73023,0.13168,9.56962,-4.2073,-1.1585,0.6707,static
7211,-0.73023,0.13168,9.56244,-4.2073,-1.1585,0.6707,static
7212,-0.72065,0.13168,9.55765,-4.2073,-1.1585,0.6707,static
7213,-0.72544,0.12689,9.55526,-4.2073,-1.1585,0.6707,static
7214,-0.72784,0.12689,9.56962,-4.1463,-1.1585,0.6707,static
7215,-0.72305,0.13886,9.56723,-4.1463,-1.1585,0.6707,static
7216,-0.72784,0.13408,9.56723,-4.1463,-1.1585,0.6707,static
7217,-0.73263,0.12450,9.57202,-4.1463,-1.1585,0.6707,static
7218,-0.72544,0.13886,9.57920,-4.2073,-1.1585,0.6707,static
7219,-0.72305,0.13408,9.56962,-4.2073,-1.1585,0.6707,static
7220,-0.73023,0.12689,9.57441,-4.2073,-1.1585,0.6707,static
7221,-0.73023,0.12929,9.56244,-4.2073,-1.1585,0.6707,static
7222,-0.72784,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7223,-0.72544,0.12210,9.55287,-4.1463,-1.0976,0.6707,static
7224,-0.73023,0.12450,9.56244,-4.2073,-1.0976,0.6707,static
7225,-0.73502,0.12450,9.55765,-4.2073,-1.1585,0.6707,static
7226,-0.72305,0.11971,9.55287,-4.2073,-1.0976,0.6707,static
7227,-0.72305,0.11492,9.56005,-4.2073,-1.0976,0.6707,static
7228,-0.71826,0.12929,9.56484,-4.2073,-1.1585,0.6707,static
7229,-0.72784,0.13647,9.57202,-4.2073,-1.1585,0.6707,static
7230,-0.73263,0.13168,9.57681,-4.2073,-1.1585,0.6707,static
7231,-0.73023,0.12689,9.57441,-4.2073,-1.1585,0.6707,static
7232,-0.72544,0.13168,9.55047,-4.2073,-1.1585,0.6707,static
7233,-0.72784,0.12450,9.55287,-4.2073,-1.1585,0.6707,static
7234,-0.73741,0.12210,9.56244,-4.2073,-1.1585,0.6707,static
7235,-0.72784,0.13168,9.54808,-4.2073,-1.1585,0.6707,static
7236,-0.73023,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7237,-0.73263,0.13168,9.56962,-4.2073,-1.1585,0.6707,static
7238,-0.72544,0.13168,9.56723,-4.2073,-1.1585,0.6707,static
7239,-0.72784,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7240,-0.73981,0.13168,9.56005,-4.1463,-1.0976,0.6707,static
7241,-0.72784,0.13886,9.56244,-4.2073,-1.1585,0.6707,static
7242,-0.72544,0.14126,9.55765,-4.2073,-1.1585,0.6707,static
7243,-0.72544,0.13886,9.55765,-4.1463,-1.1585,0.6707,static
7244,-0.72305,0.12929,9.56005,-4.2073,-1.1585,0.6707,static
7245,-0.72784,0.12929,9.55287,-4.2073,-1.1585,0.6707,static
7246,-0.72305,0.12450,9.56962,-4.1463,-1.1585,0.6707,static
7247,-0.72784,0.11971,9.57202,-4.1463,-1.1585,0.6707,static
7248,-0.73263,0.12689,9.56005,-4.2073,-1.1585,0.6707,static
7249,-0.73023,0.13408,9.55287,-4.2073,-1.1585,0.6707,static
7250,-0.73023,0.12450,9.55765,-4.1463,-1.0976,0.6707,static
7251,-0.72544,0.12210,9.56244,-4.1463,-1.1585,0.6707,static
7252,-0.72544,0.12210,9.55765,-4.2073,-1.1585,0.6707,static
7253,-0.73502,0.13168,9.54808,-4.2073,-1.1585,0.6707,static
7254,-0.73741,0.12929,9.55765,-4.1463,-1.0976,0.6707,static
7255,-0.74220,0.13647,9.56005,-4.1463,-1.1585,0.6707,static
7256,-0.72784,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7257,-0.72305,0.12450,9.56484,-4.2073,-1.1585,0.6707,static
7258,-0.71347,0.12689,9.56005,-4.2073,-1.1585,0.6098,static
7259,-0.71108,0.13168,9.54568,-4.2073,-1.1585,0.6707,static
7260,-0.73263,0.13408,9.55765,-4.0854,-1.0976,0.7317,static
7261,-0.73502,0.12450,9.56962,-4.1463,-1.0976,0.7317,static
7262,-0.72544,0.12929,9.54808,-4.2683,-1.1585,0.6098,static
7263,-0.71587,0.12689,9.54089,-4.1463,-1.1585,0.6707,static
7264,-0.71826,0.13408,9.56244,-4.0854,-1.0976,0.7317,static
7265,-0.71587,0.13886,9.56484,-4.2073,-1.1585,0.6707,static
7266,-0.71347,0.12929,9.55287,-4.2073,-1.2195,0.6098,static
7267,-0.72305,0.13168,9.56484,-4.1463,-1.0976,0.6707,static
7268,-0.73981,0.13408,9.57920,-4.1463,-1.0976,0.6707,static
7269,-0.73263,0.12689,9.56484,-4.2073,-1.1585,0.6098,static
7270,-0.72784,0.12689,9.55526,-4.2073,-1.1585,0.6098,static
7271,-0.73263,0.13168,9.56484,-4.1463,-1.0976,0.7317,static
7272,-0.73502,0.12929,9.56484,-4.1463,-1.0976,0.6707,static
7273,-0.73263,0.12689,9.54568,-4.2073,-1.1585,0.6707,static
7274,-0.72544,0.12929,9.55526,-4.1463,-1.1585,0.6707,static
7275,-0.73023,0.12210,9.55047,-4.1463,-1.0976,0.6707,static
7276,-0.72784,0.12929,9.53850,-4.1463,-1.1585,0.6707,static
7277,-0.72305,0.12929,9.55047,-4.2073,-1.1585,0.6707,static
7278,-0.72305,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7279,-0.73023,0.13647,9.56962,-4.1463,-1.1585,0.6707,static
7280,-0.73263,0.13408,9.56723,-4.2073,-1.1585,0.6707,static
7281,-0.73023,0.13408,9.56723,-4.1463,-1.1585,0.6707,static
7282,-0.73023,0.12929,9.56962,-4.1463,-1.1585,0.6707,static
7283,-0.72065,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7284,-0.72065,0.12689,9.56723,-4.2073,-1.1585,0.6707,static
7285,-0.73023,0.12929,9.56484,-4.1463,-1.1585,0.6707,static
7286,-0.72784,0.13168,9.55526,-4.2073,-1.1585,0.6707,static
7287,-0.73502,0.13408,9.55287,-4.2073,-1.1585,0.6098,static
7288,-0.73981,0.13408,9.54808,-4.1463,-1.1585,0.6707,static
7289,-0.73502,0.12689,9.56723,-4.1463,-1.1585,0.6707,static
7290,-0.72544,0.12450,9.56005,-4.2073,-1.1585,0.6098,static
7291,-0.72784,0.12689,9.56005,-4.2073,-1.1585,0.6707,static
7292,-0.72784,0.12450,9.57202,-4.1463,-1.1585,0.6707,static
7293,-0.72784,0.12929,9.57202,-4.1463,-1.1585,0.6707,static
7294,-0.72065,0.12210,9.56962,-4.1463,-1.1585,0.6707,static
7295,-0.72305,0.12929,9.57202,-4.1463,-1.1585,0.6707,static
7296,-0.73263,0.12450,9.56723,-4.1463,-1.0976,0.6707,static
7297,-0.73023,0.13168,9.57681,-4.1463,-1.1585,0.6707,static
7298,-0.72784,0.13886,9.56962,-4.1463,-1.1585,0.6707,static
7299,-0.73741,0.14126,9.56962,-4.1463,-1.1585,0.6707,static
7300,-0.73263,0.13408,9.56962,-4.1463,-1.1585,0.6707,static
7301,-0.73023,0.12929,9.56244,-4.1463,-1.1585,0.6707,static
7302,-0.73023,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7303,-0.72784,0.13647,9.55765,-4.2073,-1.1585,0.6707,static
7304,-0.72784,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
7305,-0.72305,0.12689,9.56005,-4.1463,-1.1585,0.6707,static
7306,-0.71826,0.12929,9.57202,-4.1463,-1.1585,0.6707,static
7307,-0.72065,0.12929,9.56005,-4.1463,-1.1585,0.6707,static
7308,-0.72544,0.11971,9.55765,-4.1463,-1.1585,0.6707,static
7309,-0.73741,0.12450,9.55047,-4.1463,-1.1585,0.6707,static
7310,-0.73502,0.13647,9.54568,-4.2073,-1.1585,0.6707,static
7311,-0.73263,0.13647,9.55765,-4.1463,-1.1585,0.6707,static
7312,-0.72065,0.13168,9.56005,-4.1463,-1.1585,0.6707,static
7313,-0.71826,0.13408,9.56005,-4.1463,-1.1585,0.6098,static
7314,-0.72065,0.14126,9.56005,-4.1463,-1.1585,0.6707,static
7315,-0.72065,0.13647,9.56723,-4.1463,-1.1585,0.6707,static
7316,-0.71587,0.13168,9.55765,-4.1463,-1.1585,0.6707,static
7317,-0.72305,0.12929,9.55765,-4.1463,-1.1585,0.6707,static
7318,-0.72305,0.12929,9.55047,-4.1463,-1.1585,0.6707,static
7319,-0.72544,0.12210,9.55047,-4.2073,-1.1585,0.6707,static
7320,-0.71826,0.12689,9.54808,-4.2073,-1.1585,0.6707,static
7321,-0.71587,0.12689,9.55526,-4.1463,-1.1585,0.6707,static
7322,-0.72065,0.12929,9.56244,-4.1463,-1.1585,0.6707,static
7323,-0.71826,0.13408,9.56723,-4.2073,-1.1585,0.6707,static
7324,-0.71347,0.13647,9.56723,-4.2073,-1.1585,0.6707,static
7325,-0.73263,0.12689,9.57202,-4.2073,-1.1585,0.6707,static
7326,-0.73023,0.13647,9.57441,-4.2073,-1.1585,0.6707,static
7327,-0.72544,0.13647,9.57441,-4.1463,-1.1585,0.6707,static
7328,-0.72544,0.12929,9.56484,-4.1463,-1.1585,0.7317,static
7329,-0.72544,0.11732,9.56962,-4.1463,-1.1585,0.6707,static
7330,-0.72784,0.12929,9.56005,-4.2073,-1.1585,0.6707,static
7331,-0.72544,0.13168,9.55047,-4.2073,-1.1585,0.6707,static
7332,-0.73023,0.12929,9.55526,-4.2073,-1.1585,0.6707,static
7333,-0.73023,0.12689,9.55047,-4.2073,-1.1585,0.6707,static
7334,-0.72065,0.12929,9.54808,-4.2073,-1.1585,0.6707,static
7335,-0.72544,0.12450,9.55287,-4.1463,-1.0976,0.7317,static
7336,-0.72784,0.12689,9.56484,-4.1463,-1.0976,0.6707,static
7337,-0.72065,0.12689,9.56962,-4.2073,-1.1585,0.6707,static
7338,-0.72065,0.12929,9.56962,-4.1463,-1.1585,0.6707,static
7339,-0.72544,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7340,-0.73023,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7341,-0.73263,0.13408,9.56005,-4.1463,-1.1585,0.6707,static
7342,-0.73023,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
7343,-0.72784,0.13168,9.55526,-4.1463,-1.0976,0.6707,static
7344,-0.72784,0.12689,9.56244,-4.1463,-1.1585,0.6707,static
7345,-0.73023,0.13168,9.56723,-4.2073,-1.1585,0.6707,static
7346,-0.72784,0.13886,9.57681,-4.1463,-1.1585,0.6707,static
7347,-0.71587,0.13647,9.56962,-4.1463,-1.1585,0.6707,static
7348,-0.71826,0.13647,9.56962,-4.1463,-1.1585,0.6707,static
7349,-0.72544,0.14605,9.55287,-4.1463,-1.1585,0.6707,static
7350,-0.72065,0.13647,9.55526,-4.1463,-1.1585,0.6707,static
7351,-0.71826,0.12929,9.54808,-4.1463,-1.1585,0.6707,static
7352,-0.71587,0.14126,9.56244,-4.1463,-1.1585,0.6707,static
7353,-0.71826,0.13647,9.55526,-4.1463,-1.1585,0.6707,static
7354,-0.72065,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
7355,-0.72065,0.11971,9.55526,-4.2073,-1.1585,0.6707,static
7356,-0.72544,0.11971,9.54808,-4.1463,-1.1585,0.6707,static
7357,-0.72544,0.12210,9.55765,-4.1463,-1.1585,0.6707,static
7358,-0.72305,0.12689,9.56723,-4.2073,-1.1585,0.6707,static
7359,-0.72544,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
7360,-0.73023,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
7361,-0.72305,0.12450,9.56005,-4.2073,-1.1585,0.6707,static
7362,-0.71108,0.12450,9.56244,-4.2073,-1.1585,0.6707,static
7363,-0.71826,0.12929,9.57441,-4.1463,-1.1585,0.6707,static
7364,-0.73741,0.12929,9.56484,-4.1463,-1.0976,0.7317,static
7365,-0.73502,0.13168,9.56962,-4.2073,-1.1585,0.6707,static
7366,-0.72305,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
7367,-0.73023,0.13647,9.56484,-4.1463,-1.1585,0.6707,static
7368,-0.73263,0.12929,9.55765,-4.1463,-1.1585,0.6707,static
7369,-0.72544,0.12450,9.56005,-4.2073,-1.1585,0.6707,static
7370,-0.72784,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
7371,-0.72305,0.11971,9.56962,-4.2073,-1.0976,0.6707,static
7372,-0.72784,0.12450,9.56723,-4.1463,-1.1585,0.6707,static
7373,-0.73502,0.12689,9.56005,-4.1463,-1.0976,0.6707,static
7374,-0.72784,0.11971,9.56484,-4.1463,-1.1585,0.6707,static
7375,-0.73023,0.12929,9.56484,-4.2073,-1.1585,0.6707,static
7376,-0.73502,0.12929,9.57681,-4.1463,-1.1585,0.6707,static
7377,-0.73981,0.12450,9.56962,-4.1463,-1.1585,0.6707,static
7378,-0.73741,0.12210,9.56005,-4.2073,-1.1585,0.6707,static
7379,-0.72305,0.12450,9.55287,-4.2073,-1.1585,0.6707,static
7380,-0.72784,0.13647,9.56005,-4.1463,-1.1585,0.6707,static
7381,-0.72784,0.13408,9.56005,-4.2073,-1.1585,0.6707,static
7382,-0.72305,0.13408,9.55047,-4.2073,-1.1585,0.6707,static
7383,-0.72305,0.12929,9.56005,-4.2073,-1.1585,0.6707,static
7384,-0.72065,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7385,-0.72065,0.12689,9.55526,-4.2073,-1.1585,0.6707,static
7386,-0.72065,0.12929,9.56244,-4.2073,-1.1585,0.6707,static
7387,-0.73023,0.13168,9.56484,-4.2073,-1.1585,0.6707,static
7388,-0.73981,0.12929,9.56484,-4.2073,-1.1585,0.6707,static
7389,-0.73263,0.12210,9.56484,-4.2073,-1.1585,0.6707,static
7390,-0.72784,0.12689,9.56484,-4.2073,-1.1585,0.6707,static
7391,-0.72784,0.12450,9.55765,-4.2073,-1.1585,0.6707,static
7392,-0.73023,0.12689,9.56484,-4.2073,-1.1585,0.6707,static
7393,-0.73502,0.12689,9.56962,-4.2073,-1.1585,0.6707,static
7394,-0.73741,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
7395,-0.72784,0.12929,9.56244,-4.2073,-1.1585,0.6707,static
7396,-0.72784,0.13168,9.56005,-4.2073,-1.1585,0.6098,static
7397,-0.73023,0.12929,9.55047,-4.1463,-1.1585,0.6707,static
7398,-0.73023,0.12929,9.56244,-4.1463,-1.0976,0.7317,static
7399,-0.73502,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
7400,-0.72784,0.12689,9.55047,-4.2073,-1.1585,0.6707,static
7401,-0.72544,0.12450,9.56244,-4.2073,-1.1585,0.6707,static
7402,-0.73263,0.12929,9.56005,-4.1463,-1.1585,0.6707,static
7403,-0.73263,0.13408,9.55765,-4.2073,-1.1585,0.6707,static
7404,-0.72544,0.12929,9.55287,-4.1463,-1.1585,0.6707,static
7405,-0.72784,0.12450,9.56484,-4.1463,-1.1585,0.6707,static
7406,-0.72305,0.13168,9.55526,-4.2073,-1.1585,0.6707,static
7407,-0.72544,0.13408,9.56484,-4.2073,-1.1585,0.6707,static
